id,name,image,website,address,phone,about,collection_strengths,access,hours/sunday/closed,hours/sunday/open,hours/sunday/close,hours/monday/closed,hours/monday/open,hours/monday/close,hours/tuesday/closed,hours/tuesday/open,hours/tuesday/close,hours/wednesday/closed,hours/wednesday/open,hours/wednesday/close,hours/thursday/closed,hours/thursday/open,hours/thursday/close,hours/friday/closed,hours/friday/open,hours/friday/close,hours/saturday/closed,hours/saturday/open,hours/saturday/close
PJRC,Petro Jacyk Central & East European Resource Centre,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/76.jpg?itok=YrH2Ytkn,http://pjrc.library.utoronto.ca/,"130 St George St, Room 3008 (3rd floor) Toronto, Ontario, M5S 1A5",416-978-0588,"The PJRC supports the activities of the Centre for European, Russian, and Eurasian Studies, the Department of Slavic Languages and Literatures, and the five research chairs connected with Estonian, Finnish, Hungarian, Polish history, and Ukrainian studies.",,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
REGIS,Regis College Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/23.jpg?itok=VgryoLLS,http://www.regiscollege.ca/library/,"100 Wellesley ST W Toronto, Ontario, M5S 2Z5",416-922-5474,"83,000 volumes, over 225 periodical subscriptions. Collection is mainly theology and theology related material with particular strength in Roman Catholic systematic and historical theology, Christian ethics, Christian spirituality and Jesuitica.","Most of the collection is listed in the Library Catalogue . About 5% of the circulating collection, all acquired before 1980, is currently being added to the Catalogue. The onsite card catalogue must be consulted for these items. About 70% of the collection of the Lonergan Research Institute is in the Catalogue. Its own card catalogue in the Lonergan Research Institute (second floor) must be consulted for the remaining 30%.","Periodicals, theses, fragile books, Lonergan Research Institute collection.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
ROBARTS,Robarts Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/robarts-library_0.jpg?itok=Hsfgwu48,http://www.library.utoronto.ca,"130 St. George St. Toronto, Ontario, M5S 1A5",416-978-8450,The John P. Robarts Research Library contains the largest single collection of the University of Toronto Libraries. The primary focus of the collection is in the social sciences and humanities. Many departments and libraries are physically housed within the 14-storey complex.,"East Asian Library (Cheng Yu Tung), Government Information, Map and Data Library, Media Commons (Audiovisual, Media Archives, Microform), Petro Jacyk Central and East European Recource Centre, Richard Charles Lee Canada-Hong Kong Library, Thomas Fisher Rare Book Library, U of T Archives and Record Management Services (UTARMS), Information Commons","Book stacks, Guide (floors 9 - 13), Access, Retrieval services  Carrel services  Technology accessory loans  Reference & Research Services  Multi-faith space",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
ROM,Royal Ontario Museum Library & Archives,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/108.jpg?itok=pvzBGzQp,http://www.rom.on.ca/en/collections-research/library-archives,"100 Queen's Park Toronto, Ontario, M5S 2C6",416-586-5595 or 416-586-5718 ext.3,"The mandate of the ROM Library & Archives is to support the collections and research of the Royal Ontario Museum (ROM).  The ROM Libraries and Archives comprise of the Main Library, the H.H. Mu Far Eastern Library, and the Museum Archives.The Main Library has over 175,000 volumes, including 6,000 rare books, and subscribes to over 200 current journals and magazines.  The Far Eastern Library has about 25,000 book volumes and 70 current journal subscriptions.  The Museum Archives maintains the historical records and documents relating to the ROM.","Main Library – Anthropology, archaeology, botany, costume, Canadiana, entomology, geology, herpetology, ichthyology, invertebrate zoology, mammalogy, mineralogy, museology, paleontology, textiles, and the decorative arts. H. H. Mu Far Eastern Library – Fine and decorative arts of Asia, Asian archaeology, Islamic art and culture, and Egyptology.Museum Archives – Historical records and documents relating to the ROM, including unpublished manuscripts and photographs, as well as over 150 fonds of personal papers relating to the history and collections of the Museum.","Our library collections are listed in the University of Toronto library catalogue , however, they are non-circulating , and are for in-library use only . As our collections are dispersed throughout the Museum, we require advance notice of one business day to retrieve materials for your in-library consultation.  Please email us for your retrieval requests.To visit the Main Library and Museum Archives, enter the museum through the Bloor St. entrance. Library researchers should identify themselves at the admissions desk.Visitors to the Far Eastern Library must check-in at the Staff Entrance, accessible from Queen’s Park on the south side of the museum.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
STAUGUSTIN,St Augustine's Seminary Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/26.jpg?itok=K8mRDgYG,http://www.staugustines.on.ca/library,"2661 Kingston Road Toronto, Ontario, M1M 1M3",416-261-7207,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
STMICHAELS,St. Michael’s College - John M. Kelly Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/25.jpg?itok=YPvqRwYn,http://stmikes.utoronto.ca/kelly,"113 St Joseph St. Toronto, Ontario, M5S 1J4",416-926-7114,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
TRINITY,Trinity College Library (John W Graham Library),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/Graham%20Library%20Front.jpeg?itok=NdUWGsPi,http://www.trinity.utoronto.ca/Library/,"6 Hoskin Avenue Toronto, Ontario, M5S 1H8",416-978-5851,"The John W. Graham Library serves Trinity's undergraduate Arts and Science students, the graduate Divinity students and faculty of Trinity and Wycliffe Colleges, Trinity and Wycliffe alumni/ae, and the greater University of Toronto and Anglican Church communities. Our collections are also open to the public for use in the library.","Subject strengths reflect the academic programs and interests of the two colleges: e.g., international relations, ethics, literature in English, philosophy, theology, Anglican Church history, and biblical studies.","Rare and Special Collections include: SPCK Collection, Strachan Collection, Churchill Collection, Richard Hooker Collection, Upjohn-Waldie Collection, and the G8 Collection.",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
UCCA,United Church of Canada Archives ,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/210.jpg?itok=Vq_KJlGJ,http://www.united-church.ca/local/archives/on,"40 Oak Street Toronto, Ontario, M5A 2C6",416-644-3140,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
UC_LAIDLAW,University College Library (Laidlaw Library),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/139.jpg?itok=tgQQ4yac,http://www.uc.utoronto.ca/library,"15 King's College Circle  Laidlaw Wing, 2nd floor Toronto, Ontario, M5S 3H7",416-978-8107,"The University College Library offers a large study space with lots of natural light, 20 computers, a group study room, and is also the home of the UC Writing Centre.The Library also offers power plugs for 36 people to plug in their laptop or mobile device (30 along our north wall under the windows, and 6 in our computer lab). Print (including wirelessly) from our black-and-white printer for 15 cents per page. Use our photocopier to photocopy for 10 cents per page or scan for free onto your USB device.","UC Library has about 35,000 items in the humanities and social sciences, including many books related to","University College's academic programs, Canadian Studies, Drama, Health Studies, Sexual Diversity Studies, UC One: Engaging Toronto  Writing, research, and study skills",true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
UTM,University of Toronto Mississauga Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/HMALC-BenRahnA-frameIncfor%20librarywebposting.jpg?itok=WFkR1cfK,http://library.utm.utoronto.ca/,"3359 Mississauga Road North Mississauga, Ontario, L5L 1C6",905-828-5236,"The University of Toronto Mississauga Library is a collaborative academic hub situated in the award winning Hazel McCallion Academic Learning Centre (Silver LEED certification). Focused on ‘people’ space, the Library provides flexible, innovative services and places for the UTM community to interact with scholarly materials, technology and each other. Set within the beautiful natural landscape of the UTM campus, the library is a veritable “home away from home” for students who spend countless hours engaged in learning activities. The building design is inspired by the metaphor of a Japanese puzzle box, with collections and computers at the centre and generous perimeter spaces that support quiet study and learning.","The UTM Library collection, totaling approximately 400,000 volumes, supports the research needs of UTM students, faculty and community. Along with academic books and journals collected to support the UTM curriculum, the UTM Library contains collections of DVDs, maps and recreational reading materials.The large and extensive electronic resources collection at the University of Toronto can be accessed at the UTM Library and remotely.The UTM Archives, including specialized collections of photographs and historical documents, is housed within the Library.",Books in heavy demand may go on 'for use in library only' loan. Maps and reference material do not circulate.,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
UTSC,University of Toronto Scarborough Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/106.jpg?itok=sXQiycdy,http://utsc.library.utoronto.ca,"1265 Military Trail,   Academic Resource Centre Toronto, Ontario, M1C 1A4",416-287-7500,"357,000 volumes. General undergraduate collections, including maps, fine art slides (including digitally scanned reproductions), cassettes, videotapes, journal indexes, CD-ROM databases, and DVDs.",Special Collections,All collections are listed in the main University of Toronto Library Catalogue .,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
UT_SCHOOLS,U of T Schools Library Information Centre (UTS),https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/156.jpg?itok=Lanje1bs,http://www.utschools.ca/utseducation/libraryandresources.aspx,"371 Bloor Street West Toronto, Ontario, M5S 2R7",N/A,,,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
VIC_CRRS,Victoria University - Centre for Reformation and Renaissance Studies,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/145.jpg?itok=PoucGNwL,http://www.crrs.ca/,"71 Queen's Park Cres E, Rm 301 - Pratt Library Toronto, Ontario, M5S 1K7",416-585-4468,"25,000 volumes, including 4,000 pre-1700 volumes all of which are indexed through UTCat. Holdings cover the period 1350 to 1650 in European civilisation. Large collections on Erasmus of Rotterdam and Humanism, the Reformation, history, religion, theology, language and literature. Houses a special Erasmus collection and a collection devoted to the study of confraternities. Many bibliographic tools. More than 15,000 titles on microform, many of which are only listed in the Centre's indices.For more information about the collection, see:h ttp://www.crrs.ca/library/library.htm  Specialized Subject Collections Erasmus CollectionConfraternities CollectionMicroform Collection (including German Pamphlets 1500-1600, French Books Before 1601, Incunabula: The Printing Revolution in Europe, 1455-1500, The Lutheran Reformation: Sources, 1500-1650; and the Uncalendared State Papers Foreign of Elizabeth I; The Complete State Papers Domestic for 1509-1565; and the Talbot Papers)","Mostly yes, but some parts of the collection are still listed only in the CRRS card file catalogues.",,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
VIC_EMMAN,Victoria University - Emmanuel College Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/30.jpg?itok=fYPh3_c3,http://library.vicu.utoronto.ca/emmanuel/,"75 Queen's Park Cres E, 3rd Floor Toronto, Ontario, M5S 1K7",416-585-4550,"78,000 items. Emphasis on theology and religion, particularly resources on the bible, history of Christianity, worship, pastoral studies, preaching, Christian education, Hymnology, Methodism, Wesleyana, the United Church of Canada, and the World Council of Churches.",CD-ROMS available,,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
VIC_PRATT,Victoria University - E J Pratt Library,https://onesearch.library.utoronto.ca/sites/default/files/styles/large/public/libraryphotos/29.jpg?itok=eC_mu2BD,http://library.vicu.utoronto.ca/,"71 Queen's Park Crescent East Toronto, Ontario, M5S 1K7",416-585-4470,"The E.J. Pratt Library collection numbers approximately 250,000 items and contains books, periodicals, documents, pamphlets and specialized material, excluding theology, which support undergraduate studies at Victoria University.",,Specialized collections,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0,true,0,0
